Year,Code,Team,Ranking Group Abbreviation,Ranking Group,Date,Rank
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20061029,   78
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20061029,   79
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20061029,   80
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20061029,   81
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20061029,   82
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20061029,   83
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20061029,   84
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20061029,   85
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20061029,   86
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20061029,   87
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20061029,   88
cf2006    ,     356, Army                , ARG, ARGH                ,   20061029,   89
cf2006    ,      66, Akron               , ARG, ARGH                ,   20061029,   90
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20061029,   91
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20061029,   92
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20061029,   93
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20061029,   94
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20061029,   95
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20061029,   96
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20061029,   97
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20061029,   98
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20061029,   99
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20061029,  100
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20061029,  101
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20061029,  102
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20061029,  103
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20061029,  104
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20061029,  105
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20061029,  106
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20061029,  107
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20061029,  108
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20061029,  109
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20061029,  110
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20061029,  111
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20061029,  112
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20061029,  113
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20061029,  114
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20061029,  115
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20061029,  116
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20061029,  117
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20061029,  118
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20061029,  119
cf2006    ,    5850, Ohio St             , ARG, ARGH                ,   20061104,    1
cf2006    ,    4741, Michigan            , ARG, ARGH                ,   20061104,    2
cf2006    ,    4224, Louisville          , ARG, ARGH                ,   20061104,    3
cf2006    ,    2625, Florida             , ARG, ARGH                ,   20061104,    4
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20061104,    5
cf2006    ,    8251, USC                 , ARG, ARGH                ,   20061104,    6
cf2006    ,     402, Auburn              , ARG, ARGH                ,   20061104,    7
cf2006    ,    7840, Texas               , ARG, ARGH                ,   20061104,    8
cf2006    ,    4206, LSU                 , ARG, ARGH                ,   20061104,    9
cf2006    ,    1098, California          , ARG, ARGH                ,   20061104,   10
cf2006    ,     771, Boise St            , ARG, ARGH                ,   20061104,   11
cf2006    ,    9031, Wisconsin           , ARG, ARGH                ,   20061104,   12
cf2006    ,    8716, West Virginia       , ARG, ARGH                ,   20061104,   13
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20061104,   14
cf2006    ,    5886, Oklahoma            , ARG, ARGH                ,   20061104,   15
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20061104,   16
cf2006    ,    5749, Notre Dame          , ARG, ARGH                ,   20061104,   17
cf2006    ,    8459, Virginia Tech       , ARG, ARGH                ,   20061104,   18
cf2006    ,    1603, Clemson             , ARG, ARGH                ,   20061104,   19
cf2006    ,     783, Boston College      , ARG, ARGH                ,   20061104,   20
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20061104,   21
cf2006    ,    5961, Oregon              , ARG, ARGH                ,   20061104,   22
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20061104,   23
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20061104,   24
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20061104,   25
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20061104,   26
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20061104,   27
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20061104,   28
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20061104,   29
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20061104,   30
cf2006    ,    7878, TCU                 , ARG, ARGH                ,   20061104,   31
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20061104,   32
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20061104,   33
cf2006    ,    6114, Penn St             , ARG, ARGH                ,   20061104,   34
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20061104,   35
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20061104,   36
cf2006    ,    7918, Texas Tech          , ARG, ARGH                ,   20061104,   37
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20061104,   38
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20061104,   39
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20061104,   40
cf2006    ,    2881, Georgia             , ARG, ARGH                ,   20061104,   41
cf2006    ,      74, Alabama             , ARG, ARGH                ,   20061104,   42
cf2006    ,    3540, Iowa                , ARG, ARGH                ,   20061104,   43
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20061104,   44
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20061104,   45
cf2006    ,    8141, UCLA                , ARG, ARGH                ,   20061104,   46
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20061104,   47
cf2006    ,     304, Arizona St          , ARG, ARGH                ,   20061104,   48
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20061104,   49
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20061104,   50
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20061104,   51
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20061104,   52
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20061104,   53
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20061104,   54
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20061104,   55
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20061104,   56
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20061104,   57
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20061104,   58
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20061104,   59
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20061104,   60
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20061104,   61
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20061104,   62
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20061104,   63
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20061104,   64
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20061104,   65
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20061104,   66
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20061104,   67
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20061104,   68
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20061104,   69
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20061104,   70
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20061104,   71
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20061104,   72
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20061104,   73
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20061104,   74
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20061104,   75
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20061104,   76
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20061104,   77
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20061104,   78
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20061104,   79
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20061104,   80
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20061104,   81
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20061104,   82
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20061104,   83
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20061104,   84
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20061104,   85
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20061104,   86
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20061104,   87
cf2006    ,      66, Akron               , ARG, ARGH                ,   20061104,   88
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20061104,   89
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20061104,   90
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20061104,   91
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20061104,   92
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20061104,   93
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20061104,   94
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20061104,   95
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20061104,   96
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20061104,   97
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20061104,   98
cf2006    ,     356, Army                , ARG, ARGH                ,   20061104,   99
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20061104,  100
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20061104,  101
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20061104,  102
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20061104,  103
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20061104,  104
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20061104,  105
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20061104,  106
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20061104,  107
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20061104,  108
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20061104,  109
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20061104,  110
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20061104,  111
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20061104,  112
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20061104,  113
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20061104,  114
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20061104,  115
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20061104,  116
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20061104,  117
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20061104,  118
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20061104,  119
cf2006    ,    5850, Ohio St             , ARG, ARGH                ,   20061111,    1
cf2006    ,    4741, Michigan            , ARG, ARGH                ,   20061111,    2
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20061111,    3
cf2006    ,    8251, USC                 , ARG, ARGH                ,   20061111,    4
cf2006    ,    2625, Florida             , ARG, ARGH                ,   20061111,    5
cf2006    ,    4224, Louisville          , ARG, ARGH                ,   20061111,    6
cf2006    ,    4206, LSU                 , ARG, ARGH                ,   20061111,    7
cf2006    ,     771, Boise St            , ARG, ARGH                ,   20061111,    8
cf2006    ,    9031, Wisconsin           , ARG, ARGH                ,   20061111,    9
cf2006    ,    8716, West Virginia       , ARG, ARGH                ,   20061111,   10
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20061111,   11
cf2006    ,    7840, Texas               , ARG, ARGH                ,   20061111,   12
cf2006    ,    5749, Notre Dame          , ARG, ARGH                ,   20061111,   13
cf2006    ,    1098, California          , ARG, ARGH                ,   20061111,   14
cf2006    ,     402, Auburn              , ARG, ARGH                ,   20061111,   15
cf2006    ,    8459, Virginia Tech       , ARG, ARGH                ,   20061111,   16
cf2006    ,    5886, Oklahoma            , ARG, ARGH                ,   20061111,   17
cf2006    ,    1603, Clemson             , ARG, ARGH                ,   20061111,   18
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20061111,   19
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20061111,   20
cf2006    ,     783, Boston College      , ARG, ARGH                ,   20061111,   21
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20061111,   22
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20061111,   23
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20061111,   24
cf2006    ,    5961, Oregon              , ARG, ARGH                ,   20061111,   25
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20061111,   26
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20061111,   27
cf2006    ,    6114, Penn St             , ARG, ARGH                ,   20061111,   28
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20061111,   29
cf2006    ,    2881, Georgia             , ARG, ARGH                ,   20061111,   30
cf2006    ,    7878, TCU                 , ARG, ARGH                ,   20061111,   31
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20061111,   32
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20061111,   33
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20061111,   34
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20061111,   35
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20061111,   36
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20061111,   37
cf2006    ,     304, Arizona St          , ARG, ARGH                ,   20061111,   38
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20061111,   39
cf2006    ,    8141, UCLA                , ARG, ARGH                ,   20061111,   40
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20061111,   41
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20061111,   42
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20061111,   43
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20061111,   44
cf2006    ,    7918, Texas Tech          , ARG, ARGH                ,   20061111,   45
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20061111,   46
cf2006    ,      74, Alabama             , ARG, ARGH                ,   20061111,   47
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20061111,   48
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20061111,   49
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20061111,   50
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20061111,   51
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20061111,   52
cf2006    ,    3540, Iowa                , ARG, ARGH                ,   20061111,   53
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20061111,   54
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20061111,   55
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20061111,   56
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20061111,   57
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20061111,   58
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20061111,   59
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20061111,   60
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20061111,   61
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20061111,   62
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20061111,   63
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20061111,   64
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20061111,   65
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20061111,   66
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20061111,   67
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20061111,   68
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20061111,   69
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20061111,   70
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20061111,   71
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20061111,   72
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20061111,   73
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20061111,   74
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20061111,   75
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20061111,   76
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20061111,   77
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20061111,   78
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20061111,   79
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20061111,   80
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20061111,   81
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20061111,   82
cf2006    ,      66, Akron               , ARG, ARGH                ,   20061111,   83
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20061111,   84
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20061111,   85
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20061111,   86
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20061111,   87
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20061111,   88
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20061111,   89
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20061111,   90
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20061111,   91
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20061111,   92
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20061111,   93
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20061111,   94
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20061111,   95
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20061111,   96
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20061111,   97
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20061111,   98
cf2006    ,     356, Army                , ARG, ARGH                ,   20061111,   99
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20061111,  100
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20061111,  101
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20061111,  102
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20061111,  103
cf2006    ,    4218, Louisiana Tech      , ARG, ARGH                ,   20061111,  104
cf2006    ,    5387, New Mexico St       , ARG, ARGH                ,   20061111,  105
cf2006    ,    7002, San Diego St        , ARG, ARGH                ,   20061111,  106
cf2006    ,    4200, ULM                 , ARG, ARGH                ,   20061111,  107
cf2006    ,    2638, FL Atlantic         , ARG, ARGH                ,   20061111,  108
cf2006    ,    7582, Stanford            , ARG, ARGH                ,   20061111,  109
cf2006    ,    5584, North Texas         , ARG, ARGH                ,   20061111,  110
cf2006    ,     979, Buffalo             , ARG, ARGH                ,   20061111,  111
cf2006    ,    4636, Memphis             , ARG, ARGH                ,   20061111,  112
cf2006    ,    4725, Miami OH            , ARG, ARGH                ,   20061111,  113
cf2006    ,    5323, UNLV                , ARG, ARGH                ,   20061111,  114
cf2006    ,    2353, E Michigan          , ARG, ARGH                ,   20061111,  115
cf2006    ,    8325, Utah St             , ARG, ARGH                ,   20061111,  116
cf2006    ,    7788, Temple              , ARG, ARGH                ,   20061111,  117
cf2006    ,    2265, Duke                , ARG, ARGH                ,   20061111,  118
cf2006    ,    2652, Florida Intl        , ARG, ARGH                ,   20061111,  119
cf2006    ,    5850, Ohio St             , ARG, ARGH                ,   20061118,    1
cf2006    ,    8251, USC                 , ARG, ARGH                ,   20061118,    2
cf2006    ,    2625, Florida             , ARG, ARGH                ,   20061118,    3
cf2006    ,    4741, Michigan            , ARG, ARGH                ,   20061118,    4
cf2006    ,    4224, Louisville          , ARG, ARGH                ,   20061118,    5
cf2006    ,    4206, LSU                 , ARG, ARGH                ,   20061118,    6
cf2006    ,     771, Boise St            , ARG, ARGH                ,   20061118,    7
cf2006    ,    8716, West Virginia       , ARG, ARGH                ,   20061118,    8
cf2006    ,     316, Arkansas            , ARG, ARGH                ,   20061118,    9
cf2006    ,    6696, Rutgers             , ARG, ARGH                ,   20061118,   10
cf2006    ,    8459, Virginia Tech       , ARG, ARGH                ,   20061118,   11
cf2006    ,    9031, Wisconsin           , ARG, ARGH                ,   20061118,   12
cf2006    ,     402, Auburn              , ARG, ARGH                ,   20061118,   13
cf2006    ,    5749, Notre Dame          , ARG, ARGH                ,   20061118,   14
cf2006    ,    7840, Texas               , ARG, ARGH                ,   20061118,   15
cf2006    ,    5886, Oklahoma            , ARG, ARGH                ,   20061118,   16
cf2006    ,    1098, California          , ARG, ARGH                ,   20061118,   17
cf2006    ,    7801, Tennessee           , ARG, ARGH                ,   20061118,   18
cf2006    ,     891, BYU                 , ARG, ARGH                ,   20061118,   19
cf2006    ,     783, Boston College      , ARG, ARGH                ,   20061118,   20
cf2006    ,    1603, Clemson             , ARG, ARGH                ,   20061118,   21
cf2006    ,    5279, Nebraska            , ARG, ARGH                ,   20061118,   22
cf2006    ,    2911, Georgia Tech        , ARG, ARGH                ,   20061118,   23
cf2006    ,    8508, Wake Forest         , ARG, ARGH                ,   20061118,   24
cf2006    ,    7878, TCU                 , ARG, ARGH                ,   20061118,   25
cf2006    ,    3197, Hawaii              , ARG, ARGH                ,   20061118,   26
cf2006    ,    6114, Penn St             , ARG, ARGH                ,   20061118,   27
cf2006    ,    7848, Texas A&M           , ARG, ARGH                ,   20061118,   28
cf2006    ,    5970, Oregon St           , ARG, ARGH                ,   20061118,   29
cf2006    ,    5961, Oregon              , ARG, ARGH                ,   20061118,   30
cf2006    ,    2881, Georgia             , ARG, ARGH                ,   20061118,   31
cf2006    ,    7242, South Carolina      , ARG, ARGH                ,   20061118,   32
cf2006    ,    8141, UCLA                , ARG, ARGH                ,   20061118,   33
cf2006    ,    4948, Missouri            , ARG, ARGH                ,   20061118,   34
cf2006    ,    7918, Texas Tech          , ARG, ARGH                ,   20061118,   35
cf2006    ,    1529, Cincinnati          , ARG, ARGH                ,   20061118,   36
cf2006    ,    8588, Washington St       , ARG, ARGH                ,   20061118,   37
cf2006    ,     294, Arizona             , ARG, ARGH                ,   20061118,   38
cf2006    ,    4474, Maryland            , ARG, ARGH                ,   20061118,   39
cf2006    ,    3347, Houston             , ARG, ARGH                ,   20061118,   40
cf2006    ,    5316, Nevada              , ARG, ARGH                ,   20061118,   41
cf2006    ,    5912, Oklahoma St         , ARG, ARGH                ,   20061118,   42
cf2006    ,    6236, Pittsburgh          , ARG, ARGH                ,   20061118,   43
cf2006    ,    5253, Navy                , ARG, ARGH                ,   20061118,   44
cf2006    ,     304, Arizona St          , ARG, ARGH                ,   20061118,   45
cf2006    ,    2666, Florida St          , ARG, ARGH                ,   20061118,   46
cf2006    ,    3781, Kentucky            , ARG, ARGH                ,   20061118,   47
cf2006    ,      74, Alabama             , ARG, ARGH                ,   20061118,   48
cf2006    ,    7278, South Florida       , ARG, ARGH                ,   20061118,   49
cf2006    ,    4858, Minnesota           , ARG, ARGH                ,   20061118,   50
cf2006    ,    7365, Southern Miss       , ARG, ARGH                ,   20061118,   51
cf2006    ,    8099, Tulsa               , ARG, ARGH                ,   20061118,   52
cf2006    ,    8315, Utah                , ARG, ARGH                ,   20061118,   53
cf2006    ,    5825, Ohio                , ARG, ARGH                ,   20061118,   54
cf2006    ,    6393, Purdue              , ARG, ARGH                ,   20061118,   55
cf2006    ,    3540, Iowa                , ARG, ARGH                ,   20061118,   56
cf2006    ,    8551, Washington          , ARG, ARGH                ,   20061118,   57
cf2006    ,    3731, Kansas St           , ARG, ARGH                ,   20061118,   58
cf2006    ,    4719, Miami FL            , ARG, ARGH                ,   20061118,   59
cf2006    ,    1404, C Michigan          , ARG, ARGH                ,   20061118,   60
cf2006    ,    3717, Kansas              , ARG, ARGH                ,   20061118,   61
cf2006    ,    2292, East Carolina       , ARG, ARGH                ,   20061118,   62
cf2006    ,    4785, MTSU                , ARG, ARGH                ,   20061118,   63
cf2006    ,    6535, Rice                , ARG, ARGH                ,   20061118,   64
cf2006    ,    8367, Vanderbilt          , ARG, ARGH                ,   20061118,   65
cf2006    ,      55, Air Force           , ARG, ARGH                ,   20061118,   66
cf2006    ,    8767, W Michigan          , ARG, ARGH                ,   20061118,   67
cf2006    ,    5634, N Illinois          , ARG, ARGH                ,   20061118,   68
cf2006    ,    1872, Connecticut         , ARG, ARGH                ,   20061118,   69
cf2006    ,    8432, Virginia            , ARG, ARGH                ,   20061118,   70
cf2006    ,    9162, Wyoming             , ARG, ARGH                ,   20061118,   71
cf2006    ,    7358, SMU                 , ARG, ARGH                ,   20061118,   72
cf2006    ,    7024, San Jose St         , ARG, ARGH                ,   20061118,   73
cf2006    ,    7729, Syracuse            , ARG, ARGH                ,   20061118,   74
cf2006    ,    4757, Michigan St         , ARG, ARGH                ,   20061118,   75
cf2006    ,    4436, Marshall            , ARG, ARGH                ,   20061118,   76
cf2006    ,    3484, Indiana             , ARG, ARGH                ,   20061118,   77
cf2006    ,    4936, Mississippi St      , ARG, ARGH                ,   20061118,   78
cf2006    ,    5511, NC State            , ARG, ARGH                ,   20061118,   79
cf2006    ,    7933, UTEP                , ARG, ARGH                ,   20061118,   80
cf2006    ,     557, Baylor              , ARG, ARGH                ,   20061118,   81
cf2006    ,    4920, Mississippi         , ARG, ARGH                ,   20061118,   82
cf2006    ,    5371, New Mexico          , ARG, ARGH                ,   20061118,   83
cf2006    ,    3771, Kent                , ARG, ARGH                ,   20061118,   84
cf2006    ,    1753, Colorado St         , ARG, ARGH                ,   20061118,   85
cf2006    ,    2776, Fresno St           , ARG, ARGH                ,   20061118,   86
cf2006    ,      66, Akron               , ARG, ARGH                ,   20061118,   87
cf2006    ,    8068, Troy                , ARG, ARGH                ,   20061118,   88
cf2006    ,    8092, Tulane              , ARG, ARGH                ,   20061118,   89
cf2006    ,    4194, ULL                 , ARG, ARGH                ,   20061118,   90
cf2006    ,    5704, Northwestern        , ARG, ARGH                ,   20061118,   91
cf2006    ,     501, Ball St             , ARG, ARGH                ,   20061118,   92
cf2006    ,    3554, Iowa St             , ARG, ARGH                ,   20061118,   93
cf2006    ,    3425, Illinois            , ARG, ARGH                ,   20061118,   94
cf2006    ,      87, UAB                 , ARG, ARGH                ,   20061118,   95
cf2006    ,    1715, Colorado            , ARG, ARGH                ,   20061118,   96
cf2006    ,     333, Arkansas St         , ARG, ARGH                ,   20061118,   97
cf2006    ,    5492, North Carolina      , ARG, ARGH                ,   20061118,   98
cf2006    ,     356, Army                , ARG, ARGH                ,   20061118,   99
cf2006    ,    7978, Toledo              , ARG, ARGH                ,   20061118,  100
cf2006    ,    1380, UCF                 , ARG, ARGH                ,   20061118,  101
cf2006    ,     821, Bowling Green       , ARG, ARGH                ,   20061118,  102
cf2006    ,    3415, Idaho               , ARG, ARGH                ,   20061118,  103
